loan_id,checkout_date,due_date,return_date,loan_status,renewal_count,member_id,member_type,department_or_program,member_status,branch_name,book_id,title,language,publication_year,category_name,copy_id,availability_status,condition_status,checkout_librarian,checkout_role
LN000130,2024-10-13,2024-11-03,2024-11-05,returned,0,M000086,student,Literature,expired,Engineering Library,B000045,Soil Mechanics: Principles and Applications 45,English,1999,Civil Engineering,C000157,available,good,Sophia Hosseini,manager
LN000131,2024-10-13,2024-11-03,2024-10-23,returned,2,M000232,student,Economics,active,Graduate Research Library,B000123,Analytical Chemistry: A Modern Approach 123,English,2007,Chemistry,C000410,available,good,Emma Khan,circulation
LN000132,2024-10-13,2024-10-27,2024-10-15,returned,0,M000216,student,Literature,active,Engineering Library,B000068,Microeconomics: An Applied Introduction 68,English,1993,Economics,C000233,available,worn,Noah Johnson,admin
LN000133,2024-10-14,2024-10-28,2024-10-29,returned,0,M000356,staff,Literature,active,Central Library,B000030,"Numerical Methods: Concepts, Models, and Tools 30",English,1999,Mathematics,C000116,available,good,Tara Karimi,analyst
LN000134,2024-10-14,2024-11-04,2024-10-25,returned,0,M000005,student,Literature,active,Medical Sciences Library,B000128,Cognitive Psychology: Case Studies and Practice 128,English,1990,Psychology,C000426,available,good,Emma Martin,circulation
LN000135,2024-10-14,2024-11-11,2024-11-14,returned,1,M000247,student,Chemistry,active,Engineering Library,B000302,"Research Methods: Concepts, Models, and Tools 302",Persian,1998,Psychology,C000956,available,good,Reza Khan,circulation
LN000136,2024-10-15,2024-11-05,2024-10-28,returned,0,M000349,student,Chemistry,active,Central Library,B000286,Control Systems: A Modern Approach 286,Arabic,2003,Electrical Engineering,C000915,available,good,Ali Lee,circulation
LN000137,2024-10-15,2024-10-29,2024-10-19,returned,0,M000130,student,Mechanical Engineering,active,Central Library,B000242,Probability Theory: A Modern Approach 242,English,2001,Mathematics,C000764,available,good,Tara Karimi,analyst
LN000138,2024-10-15,2024-11-05,2024-11-01,returned,0,M000040,faculty,Mathematics,active,Engineering Library,B000009,Signal Processing: Methods for Researchers 9,Persian,2010,Electrical Engineering,C000033,available,worn,Emma Farhadi,circulation
LN000139,2024-10-16,2024-10-30,2024-10-23,returned,0,M000446,student,Economics,active,Medical Sciences Library,B000272,Political Philosophy: Principles and Applications 272,Persian,2014,Philosophy,C000867,available,worn,Sina Moradi,admin
LN000140,2024-10-16,2024-11-20,2024-12-01,returned,1,M000158,student,Mathematics,active,Central Library,B000135,Ethics: A Modern Approach 135,Persian,2009,Philosophy,C000444,available,good,Tara Clark,circulation
LN000141,2024-10-16,2024-11-13,2024-11-07,returned,0,M000402,student,Mathematics,active,Central Library,B000202,Public Policy: An Applied Introduction 202,English,2021,Economics,C000641,available,worn,Hana Abbasi,manager
LN000142,2024-10-17,2024-11-07,2024-11-07,returned,0,M000320,public,,active,Engineering Library,B000230,Business Analytics: Methods for Researchers 230,English,2023,Management,C000727,available,good,Ali Lee,circulation
LN000143,2024-10-17,2024-11-07,2024-10-19,returned,0,M000375,faculty,Psychology,active,Engineering Library,B000106,Strategic Management: An Applied Introduction 106,English,2011,Management,C000357,available,good,Sina Moradi,admin
LN000144,2024-10-17,2024-11-07,2024-10-23,returned,0,M000102,student,Physics,active,Central Library,B000283,Molecular Biology: Principles and Applications 283,English,1990,Biology,C000903,available,good,Tara Karimi,analyst
LN000145,2024-10-17,2024-10-31,2024-10-29,returned,0,M000294,student,History,active,Central Library,B000282,Strategic Management: Methods for Researchers 282,English,1991,Management,C000899,available,good,Sina Moradi,admin
LN000146,2024-10-17,2024-11-07,2024-11-05,returned,0,M000471,student,Literature,active,Graduate Research Library,B000171,Discrete Mathematics: A Modern Approach 171,English,1997,Mathematics,C000551,available,good,Ali Khan,manager
LN000147,2024-10-18,2024-11-01,2024-10-23,returned,0,M000313,student,Mechanical Engineering,active,Engineering Library,B000258,Microeconomics: A Modern Approach 258,English,2005,Economics,C000817,on_loan,good,Emma Martin,circulation
LN000148,2024-10-18,2024-11-01,2024-11-19,returned,0,M000069,student,Industrial Engineering,active,Engineering Library,B000152,Strategic Management: A Modern Approach 152,Persian,2015,Management,C000489,on_loan,good,Karim Lee,circulation
LN000149,2024-10-18,2024-11-08,2024-11-14,returned,0,M000359,student,Computer Engineering,active,Graduate Research Library,B000289,Classical Mechanics: An Applied Introduction 289,Persian,2005,Physics,C000920,available,good,Emma Martin,circulation
LN000150,2024-10-19,2024-11-16,2024-11-05,returned,0,M000419,staff,Mechanical Engineering,active,Engineering Library,B000119,Analytical Chemistry: Principles and Applications 119,English,2000,Chemistry,C000396,available,good,Reza Brown,analyst
LN000151,2024-10-19,2024-11-09,2024-10-30,returned,0,M000495,faculty,Psychology,active,Central Library,B000046,Algorithms: Case Studies and Practice 46,English,1990,Computer Science,C000159,available,good,Hana Abbasi,manager
LN000152,2024-10-19,2024-11-09,2024-10-25,returned,0,M000382,staff,Mathematics,active,Engineering Library,B000314,Data Mining: A Modern Approach 314,English,2022,Computer Science,C001002,on_loan,new,Reza Brown,analyst
LN000153,2024-10-20,2024-11-17,2024-11-15,returned,0,M000085,student,Literature,active,Engineering Library,B000301,Project Management: A Modern Approach 301,English,2026,Management,C000953,available,good,Emma Martin,circulation
LN000154,2024-10-20,2024-11-10,2024-11-03,returned,0,M000505,faculty,Psychology,active,Central Library,B000007,"Machine Learning: Concepts, Models, and Tools 7",Persian,2008,Computer Science,C000023,available,good,Sophia Hosseini,manager
LN000155,2024-10-20,2024-11-10,2024-11-04,returned,0,M000031,student,Electrical Engineering,active,Central Library,B000224,"Classical Mechanics: Concepts, Models, and Tools 224",English,1993,Physics,C000712,available,good,Emma Martin,circulation
LN000156,2024-10-20,2024-11-10,2024-11-06,returned,0,M000186,staff,Literature,active,Engineering Library,B000259,Algorithms: A Modern Approach 259,English,1994,Computer Science,C000822,available,good,Noah Johnson,admin
LN000157,2024-10-20,2024-11-03,2024-11-16,returned,2,M000227,staff,Industrial Engineering,active,Central Library,B000194,Classical Mechanics: Methods for Researchers 194,English,2004,Physics,C000621,available,good,Hana Abbasi,manager
LN000158,2024-10-20,2024-11-10,2024-11-08,returned,0,M000050,student,Industrial Engineering,active,Central Library,B000027,Data Mining: Case Studies and Practice 27,English,1994,Computer Science,C000103,available,good,Ali Khan,manager
LN000159,2024-10-20,2024-11-17,2024-12-02,returned,1,M000089,student,Economics,active,Medical Sciences Library,B000314,Data Mining: A Modern Approach 314,English,2022,Computer Science,C001005,available,good,Ali Lee,circulation
LN000160,2024-10-21,2024-11-04,2024-10-26,returned,0,M000434,faculty,Management,active,Central Library,B000309,Numerical Methods: Principles and Applications 309,Persian,2009,Mathematics,C000984,available,good,Tara Clark,circulation
LN000161,2024-10-21,2024-11-04,2024-11-03,returned,0,M000150,student,Mechanical Engineering,active,Central Library,B000149,Database Systems: An Applied Introduction 149,English,2022,Computer Science,C000484,maintenance,worn,Reza Brown,analyst
LN000162,2024-10-21,2024-11-04,2024-11-03,returned,1,M000104,student,Mathematics,active,Engineering Library,B000288,Signal Processing: A Modern Approach 288,Persian,2026,Electrical Engineering,C000918,available,new,Reza Khan,circulation
LN000163,2024-10-21,2024-11-04,2024-10-23,returned,0,M000255,student,Civil Engineering,active,Graduate Research Library,B000004,Machine Learning: Case Studies and Practice 4,Persian,1999,Computer Science,C000011,available,worn,Tara Clark,circulation
LN000164,2024-10-21,2024-11-11,2024-10-25,returned,0,M000192,student,History,suspended,Engineering Library,B000029,World History: An Applied Introduction 29,English,2008,History,C000108,available,good,Hana Abbasi,manager
LN000165,2024-10-21,2024-11-04,2024-10-31,returned,0,M000466,student,Management,active,Engineering Library,B000244,Ecology: A Modern Approach 244,English,2020,Biology,C000775,on_loan,good,Tara Karimi,analyst
LN000166,2024-10-21,2024-11-04,2024-10-31,returned,1,M000220,faculty,History,active,Medical Sciences Library,B000138,Probability Theory: Case Studies and Practice 138,English,1990,Mathematics,C000454,available,worn,Tara Karimi,analyst
LN000167,2024-10-22,2024-11-05,2024-10-30,returned,1,M000349,student,Chemistry,active,Graduate Research Library,B000219,Signal Processing: An Applied Introduction 219,English,1993,Electrical Engineering,C000697,available,good,Emma Martin,circulation
LN000168,2024-10-22,2024-11-05,2024-10-28,returned,0,M000303,student,Mechanical Engineering,active,Engineering Library,B000241,Data Mining: A Modern Approach 241,English,1997,Computer Science,C000758,available,worn,Emma Farhadi,circulation
LN000169,2024-10-23,2024-11-20,2024-11-03,returned,0,M000309,faculty,Electrical Engineering,active,Medical Sciences Library,B000188,Fluid Mechanics: Principles and Applications 188,English,2023,Mechanical Engineering,C000599,available,good,Reza Brown,analyst
LN000170,2024-10-23,2024-11-13,2024-10-28,returned,0,M000244,student,Chemistry,active,Central Library,B000303,Molecular Biology: Case Studies and Practice 303,Persian,2016,Biology,C000962,available,good,Karim Lee,circulation
LN000171,2024-10-23,2024-11-06,2024-11-11,returned,0,M000081,public,,active,Medical Sciences Library,B000281,Optics: An Applied Introduction 281,English,2010,Physics,C000897,available,worn,Ali Khan,manager
LN000172,2024-10-23,2024-11-06,2024-10-28,returned,2,M000393,faculty,Chemistry,active,Medical Sciences Library,B000119,Analytical Chemistry: Principles and Applications 119,English,2000,Chemistry,C000393,available,worn,Olivia Martin,circulation
LN000173,2024-10-23,2024-11-13,2024-10-27,returned,1,M000382,staff,Mathematics,active,Engineering Library,B000102,Cloud Computing: Principles and Applications 102,Persian,2000,Computer Science,C000340,on_loan,good,Ali Lee,circulation
LN000174,2024-10-23,2024-11-13,2024-10-31,returned,1,M000240,staff,Physics,active,Central Library,B000314,Data Mining: A Modern Approach 314,English,2022,Computer Science,C001001,available,good,Mina Brown,analyst
LN000175,2024-10-24,2024-11-14,2024-10-28,returned,1,M000165,student,Psychology,expired,Central Library,B000310,Business Analytics: Principles and Applications 310,Persian,1995,Management,C000990,available,good,Tara Karimi,analyst
LN000176,2024-10-25,2024-11-22,2024-12-05,returned,2,M000384,student,Literature,active,Graduate Research Library,B000193,Operations Management: Principles and Applications 193,English,2009,Management,C000616,available,worn,Olivia Martin,circulation
LN000177,2024-10-25,2024-11-29,2024-11-08,returned,0,M000236,student,Economics,active,Central Library,B000123,Analytical Chemistry: A Modern Approach 123,English,2007,Chemistry,C000409,maintenance,worn,Sina Moradi,admin
LN000178,2024-10-25,2024-11-08,2024-11-03,returned,1,M000098,student,Mechanical Engineering,active,Central Library,B000274,"Digital Circuits: Concepts, Models, and Tools 274",English,2026,Electrical Engineering,C000874,available,good,Emma Farhadi,circulation
LN000179,2024-10-26,2024-11-09,2024-11-22,returned,0,M000045,staff,Civil Engineering,expired,Graduate Research Library,B000072,"Analytical Chemistry: Concepts, Models, and Tools 72",English,2008,Chemistry,C000243,available,good,Ali Khan,manager
LN000180,2024-10-26,2024-11-16,2024-11-10,returned,0,M000327,student,Psychology,active,Engineering Library,B000016,Econometrics: Principles and Applications 16,Persian,2007,Economics,C000059,available,worn,Hana Abbasi,manager
LN000181,2024-10-26,2024-11-09,2024-11-04,returned,1,M000376,student,Management,active,Central Library,B000251,Numerical Methods: An Applied Introduction 251,Persian,1997,Mathematics,C000804,available,good,Mina Brown,analyst
LN000182,2024-10-26,2024-11-09,2024-11-07,returned,1,M000389,student,Literature,active,Graduate Research Library,B000191,"Numerical Methods: Concepts, Models, and Tools 191",English,2010,Mathematics,C000607,available,good,Tara Karimi,analyst
LN000183,2024-10-26,2024-11-23,2024-11-03,returned,0,M000502,student,Electrical Engineering,expired,Engineering Library,B000015,Numerical Methods: An Applied Introduction 15,Persian,2002,Mathematics,C000058,lost,lost,Emma Farhadi,circulation
LN000184,2024-10-26,2024-11-09,2024-11-09,returned,0,M000130,student,Mechanical Engineering,active,Central Library,B000105,Numerical Methods: Case Studies and Practice 105,Persian,2004,Mathematics,C000353,available,good,Sophia Hosseini,manager
LN000185,2024-10-27,2024-11-17,2024-11-15,returned,0,M000347,student,Management,active,Engineering Library,B000034,"Ecology: Concepts, Models, and Tools 34",English,1990,Biology,C000128,available,good,Hana Abbasi,manager
LN000186,2024-10-27,2024-11-10,2024-11-01,returned,0,M000086,student,Literature,expired,Medical Sciences Library,B000139,Urban Infrastructure: Case Studies and Practice 139,English,2014,Civil Engineering,C000457,available,good,Ali Khan,manager
LN000187,2024-10-27,2024-11-10,2024-11-25,returned,0,M000478,staff,Mechanical Engineering,active,Engineering Library,B000221,Business Analytics: Methods for Researchers 221,English,1990,Management,C000704,available,good,Hana Abbasi,manager
LN000188,2024-10-27,2024-11-17,2024-11-03,returned,0,M000018,student,Electrical Engineering,active,Medical Sciences Library,B000019,Philosophy of Science: Principles and Applications 19,English,1999,Philosophy,C000073,available,good,Ali Khan,manager
LN000189,2024-10-28,2024-11-18,2024-11-25,returned,0,M000337,staff,Industrial Engineering,active,Engineering Library,B000084,Genetics: Principles and Applications 84,English,2006,Biology,C000286,available,good,Sina Moradi,admin
LN000190,2024-10-28,2024-11-11,2024-11-09,returned,1,M000319,student,Electrical Engineering,active,Medical Sciences Library,B000247,Research Methods: Case Studies and Practice 247,Persian,2010,Psychology,C000789,available,good,Reza Khan,circulation
